,sent0,sent1,label,PP,not_making_sense
140,Jerry has orange serfs with flamingos printed on them.,Jerry has orange undies with flamingos printed on them.,0,270.08745741657816,0.0
141,His glasses are blurry so he wipes them clean,His glasses are clear so he wipes them clean,1,413.8924491425126,0.0
142,Zebra swim in the water,Fish swim in the water,0,308.64597266008184,0.0
143,he went for a walk in the woods and was bitten by a shark,he went for a walk in the woods and tripped on a rock,0,36.47066593810613,1.0
144,Some chocolate bars are molded metal.,Some bars are molded metal.,0,5210.244352408104,1.0
145,He puts the monkeys in the cup.,He puts coffee into the cup.,0,190.06070862263695,0.0
146,The washing machine cleaned the dirty clothes,The refrigerator cleaned the dirty clothes,1,6577.145310091712,1.0
147,An apple took a bite out of him.,He took a bite of an apple.,0,71.94255396769752,0.0
148,He put a car into a fridge,He put butter into a fridge,0,633.0519343285254,1.0
149,Winter is a good time to wear short dresses.,people usually wear a coat in the winter,0,132.6631344188158,1.0
150,A duck is floating in the pond.,An anvil is floating in the pond.,1,102.27219763627218,0.0
151,He rides his bike.,He rides his apple.,1,5095.848409698666,1.0
152,It usually snows in Cuba,It usually snows in New England,0,477.2205550484353,0.0
153,The park ran to him,He ran to the park,0,427.75244802042704,0.0
154,he swapped a Corvette engine into a honda s2000,he put a semi-truck engine in the s2000,1,203.16224536481383,0.0
155,The zookeeper feeds the animals.,Zookeeper is working at the hospital,1,260.6964950251623,1.0
156,The boy broke his tooth on a mango pit.,The boy broke his tooth on a banana pit.,1,525.6231658839548,0.0
157,He wrote a book using his hands.,He wrote a book by signing,1,682.6741544495112,1.0
158,winter comes in the same time each year,winter comes in different time each year,0,500.54083422054975,1.0
159,he likes to lay video games.,The video game ran away.,1,1197.6095296636734,1.0
160,Hair can be cut at the pharmacy.,Medicine is sold at the pharmacy.,0,61.971178055744716,0.0
161,when it is hot humidity forms,when it rains humidity forms,0,8249.006227756574,1.0
162,Snowmen are made of snow.,Snowmen are made of sand.,1,109.17766121567414,0.0
163,he put the ice cream inside the fridge,he put the house into the fridge,1,174.07268508312785,1.0
164,The man is in front of the city hall,City Hall adjusted to man's view,1,2033.7209520647468,1.0
165,she drove a car,she drove a pencil,1,12324.341267149639,1.0
166,I enter in a car,I enter in a bottle,1,1134.1745672733314,1.0
167,she eats an orange after her workout,she eats a pillow after her workout,1,933.5579937229644,0.0
168,It is cold and hot outside,It is cold outside,0,953.8964971095324,1.0
169,The girl broke her lamp while ice skating.,The girl broke her arm while ice skating.,0,272.20357304516557,0.0
170,It is good to drink milk at night,It is good to drink saltwater at night,1,146.423711871657,1.0
171,The boy won the race with a cheetah,The boy won the race with his friends,0,269.8186824477368,1.0
172,A home gives a person a sense of security,A home is a place for violence.,1,139.74106893415953,1.0
173,I hung a horse in my hallway.,I hung a painting of a horse in my hallway.,0,134.70139453375117,0.0
174,Lobsters live in the ocean,Lobsters live in the mountains,1,277.20142702025163,0.0
175,Children go to school to learn,Children go to school to laugh,1,295.05644907370095,1.0
176,She flew to church in her new car,She drove to church in her new car,0,240.11024572297137,0.0
177,Blackberries and strawberries are berries.,Blackberries and strawberries are the same.,1,73.40211845113299,0.0
178,The ocean consists of saltwater.,Freshwater fish can live in the ocean.,1,68.45252909491887,0.0
179,The men are mowing the lawn because the grass is getting long.,The men are mowing the lawn because it is raining.,1,67.60224325115452,1.0
180,I took three Tylenol tablets to cure my headache.,I took 300 Tylenol tablets to cure my headache.,1,89.88069510608241,1.0
181,Wheels are delicious for human taste,Chickens are delicious for human taste,0,709.3138915747654,1.0
182,CNN covers the news,CNN is for sports,1,825.3648720456409,0.0
183,Going to a place that is too far to walk to requires other means of transportation,Going to a place that is too far to walk requires good tennis.,1,124.62114339990801,1.0
184,She walks to the school everyday morning,She flies to the school everyday morning,1,1506.310519400417,1.0
185,"That morning, Kate had dinner and left for work","That morning, Kate had breakfast and left for work",0,186.40237761646722,0.0
186,The wind pushes the tree upright,The wind blows over a tree,0,437.41652480445845,0.0
187,A clown is in a circus,Circuses only have animals,1,2520.204041757878,1.0
188,people can write what they heard,You need to see to write on paper.,1,142.8672632044308,0.0
189,the child plays video games,the chair plays video games,1,3513.304626859984,1.0
190,social networks are for humans and robots,robots are omniscient such as humans,1,181.93691594256634,0.0
191,A COW EAT A GRASS,A COW EAT A MOUNTAIN,1,94.40270729753219,0.0
192,you can find fish in lakes,You can only find fish in the ocean,1,89.11020713498948,0.0
193,cars can be used for road drives,Boats can be used for road drives,1,255.39525057817212,1.0
194,My sister is a female,My sister is a male,1,772.6745963247357,1.0
195,The fish live in rivers.,the fish live in computers.,1,2308.505624924053,1.0
196,he put a bird in the cage,he put a horse in the cage,1,167.48814152276398,1.0
197,All that is born must eventually die.,I will never die.,1,100.14936786844615,0.0
198,Whales can swim,Whales can fly,1,3582.7726040812117,0.0
199,"When people cry,  tears come out of their ears","When people cry,  tears come out of their eyes",0,259.4485621934554,0.0
200,There is a car in her purse,She put her purse in the front seat of the car,0,25.793027124817613,0.0
201,The phone turned off because it ran out of battery power.,The human died because it ran out of juice.,1,167.6097395167473,1.0
202,the lion likes ice cream,The kid likes ice cream,0,1457.8972860744298,0.0
203,You are likely to find sandals in a shoe shop,You are likely to find Rice bags in a shoe shop,1,281.61478402253744,1.0
204,"After cutting my hair, the barber swept up hair that had fallen to the floor.","After cutting my hair, the barber shoveled snow that had fallen on the floor",1,77.72949356518026,1.0
205,The boy sucked on the popsicle with his mouth.,The boy sucked on the popsicle with his nostril.,1,163.06635745802197,1.0
206,People may consider you rude if you do not say please when asking for something.,People may consider you polite if you do not say please when asking for something.,1,112.40000908078748,1.0
207,He put on blue pants,He put his pants on a horse,1,206.54794214619696,0.0
208,A congressman is well-payed,A scholar is well-payed,1,753.5881371751896,0.0
209,Cats walk on all four legs,Cats are bipedal creatures,1,179.12043060889462,0.0
210,the clock shows animals,the clock shows the correct time,0,326.0862207047922,0.0
211,he had a pair of air jordans for basketball game,he had Michael Jordan at the game,1,221.7648368615537,0.0
212,He sent some messages from the WhatsApp mobile application by his shoes,He sent some messages from the WhatsApp mobile application by his mobile,0,335.3935961936182,0.0
213,A teacher is writing in the board by sack piece,A teacher is writing in the board by Blade,1,2256.462955847176,0.0
214,A stop sign is always red,A stop sign is always white,1,1234.9501182362824,1.0
215,Abuse is good and fun,She doesn't like being abused,0,119.88316219297371,0.0
216,People need fruit to live,Fruit needs people to live,1,1320.937703846374,0.0
217,she was met with an accident and was rushed to the library,she was met with an accident and was rushed to the hospital,0,28.123621342592322,0.0
218,Coffee is made from beans,Orange juice is made from beans,1,430.6352155001006,1.0
219,He opened the bottle to read it,He opened the book to read it.,0,78.64454420888723,0.0
220,I am going for my family tour in one cycle,I am going for my family tour on one bus,0,517.4667315463378,0.0
221,he fed boulders to the monkey,he fed bananas to the monkey,0,1790.3402097309329,0.0
222,Reading a book is a great way to go on a journey without leaving your home.,"Read a book and you'll be thrown into a world of lions, witches, and wardrobes, and have to fight for your life!",1,32.61414916662033,1.0
223,She saw a boat flying over the river,She saw a boat in the river,0,118.3229735697007,0.0
224,"the dog growled, then charged the boy","the dog growled, then taught the boy",1,317.3145068970988,0.0
225,Restaurants are places to order food,Restaurants are places to cook your dinner.,1,134.9964716225713,0.0
226,The child studied a lot to take a test.,The child studied a lot to open a door.,1,357.09936903221103,1.0
227,he put a bear into a pot,he put a flower into a pot,0,180.00233068236577,0.0
228,The protein bar ate me,I ate a protein bar,0,1212.2900541515312,0.0
229,My child likes to wear her bathing suit to school.,My child likes to wear her red dress to school.,0,96.42326594238084,1.0
230,Anthony decided that he will kick the warm glass of water to the fridge.,Anthony concluded that he will put the warm glass of water in the fridge.,0,96.21126399135926,0.0
231,People can breathe in outer space without any mechanical aid or protection.,People can breathe on earth without any mechanical aid or protection.,0,162.60157309600714,1.0
232,my son has two big hands,my son has four big hands,1,1161.6843390960996,1.0
233,detergents are used to clean clothes,detergents are used in an investigation,1,349.73470220187625,0.0
234,she put the salad in the bowl,she put the cat in the bowl,1,124.04517442924805,0.0
235,she put water in the freezer,she put the giraffe in the freezer,1,101.61285410723629,0.0
236,relatives bark at the dog,my dog barks at relatives,0,2501.3632439624166,1.0
237,She put some money in the oven.,She put a fish in the oven.,0,98.36302866875796,0.0
238,He shucked and oyster,He shucked a fish,1,1647.5339513473332,1.0
239,The pen ran out of ink,the ink ran out of the pen,1,211.84997374041626,0.0
240,My heater gets very hot,My heater cools a lot,1,548.2174946479215,0.0
241,I STOLE A BLUE CORVETTE,I STOLE A RED CAR,0,383.7369802958578,1.0
242,She is too timid so she loves to watch horror movies,She is too timid to watch horror movies,0,208.49037231538006,1.0
243,boys wear bra to provide support to their breasts,girls wear a bra to provide support to their breasts,0,157.68296277821722,0.0
244,The waterfall provided the children with an exciting slide down the rock.,The waterfall flowed up sending the children to the top of the rock.,1,212.37845054378357,0.0
245,Joe wanted something to eat. He decided to drink a soccer ball.,Joe wanted something to eat. He decided to eat pizza.,0,47.42827630761963,0.0
246,the dog gave birth to puppies,the dog gave birth to hotdogs,1,598.5658207902081,0.0
247,Basketball is played with the feet,Soccer is played with the feet,0,382.89546419286853,0.0
248,he swims 1km each way every day,he swims with piranhas,1,302.02153807992386,0.0
249,Flowers only need dirt to grow and nothing else.,Flowers need sunlight to grow.,0,538.9790308019665,1.0
250,dolphins are fast to fly,dolphins are fast to swim,0,1673.4780379231197,0.0
251,We bought a painting from the farmer.,We bought fresh corn from the farmer.,0,263.28445744910266,1.0
252,she put the car in the dog,she put the dog in the car,0,87.87395964669888,0.0
253,going to the gym is a healthy habit,going to the gym does not help you stay healthy,1,62.74881241981704,0.0
254,Japan is the main currency used in Yen.,Yen is the main currency used in Japan.,0,79.93049129812482,0.0
255,Water quenches thirst.,Salt quenches thirst.,1,1088.9991426299446,1.0
256,I tied my shoelaces with both hands,I tied my shoelaces with my shoulders,1,107.0271297816132,0.0
257,Something you find in a desk is tigers.,Something you find in a desk is highlighters.,0,183.25748769358464,0.0
258,He visited a doctor to cure his sickness,He went to a lawyer to cure his sickness,1,258.3880262676524,0.0
259,The bottle drunk out of the baby.,The baby drunk out of the bottle.,0,207.84358327191526,0.0
260,Most cars run on gasoline,Most kangaroos run on gasoline,1,264.45410314634506,0.0
261,Swimming is a common winter activity,Swimming is a common summer activity,0,210.86552494360504,0.0
262,the man took his suit to the dry cleaner,the man took his door to the dry cleaner,1,349.2970474361036,1.0
263,Mike got a new stove,The stove walk to the fire,1,2259.4755162077176,1.0
264,the cow eats the bike,the cow eats the grass,0,2438.627161556235,0.0
265,all watermelons have water,all watermelons have seeds,1,741.0368442350727,1.0
266,Schools often have a mathematics department,Schools often have operation theater,1,2992.784954417526,1.0
267,She put water in a cage,She put a mouse in a cage.,0,83.31252006725309,0.0
268,Cars stop at a red light.,Cars stop at a green light.,1,253.24177711307638,1.0
269,A cat dropped from a plane wearing a parachute will land on the tip of its' tail.,A cat dropped from a plane wearing a parachute will land on its' feet.,0,306.6443041570286,1.0
270,He runs his heater when it's hot outside,He runs his air conditioner when it's hot outside,0,137.96539692564386,0.0
271,Sweating is a body mechanism to look cool,Sweating is a body mechanism to cool down,0,251.89424637625632,0.0
272,every person take stones for breakfast,every person take food for breakfast,0,1753.674524048647,0.0
273,I put clothes into the washing machine.,I put bricks into the washing machine.,1,136.19644101403193,1.0
274,Jimmy got his leg bitten off by a shark,Jimmy got his leg bitten off by a kitten,1,173.6027689900299,1.0
275,Internet helps people stay connected,the Internet will disperse people,1,3275.818885748623,1.0
276,She put water in the bucket.,She put a building in the bucket.,1,293.9840641465282,1.0
277,Video game consoles are hard to see nowadays.,Video game consoles can be seen without contact lenses only,1,494.0499961014654,1.0
278,I talked to my friend in the bark.,I talked to my friend in the park.,0,73.45337759626939,0.0
279,he turned the light on,he turned the table on,1,318.8795429471534,1.0
280,he installed the carpet on the floor,he installed the carpet on the lake,1,882.5634773061013,1.0
281,She erased a campfire with an eraser.,She erased a chalkboard with an eraser.,0,167.731745714649,0.0
282,The rotary phone recorded me.,The cell phone recorded me.,0,1184.7377329817582,0.0
283,I live 100 miles from Saturn.,I live 100 miles from my birth location.,0,134.08989806396986,0.0
284,He pet his dog gently,He pet his pterodactyl gently,1,326.2219917555445,0.0
285,"If I put the light on,  it won't be dark anymore.","If it's dark,  I must put the light off.",1,185.30541713710986,1.0
286,she baked a chicken at Christmas,she baked a horse at Christmas,1,2490.5826768276947,1.0
287,My husband is addicted to bananas,bananas are addicted to my husband,1,1181.1676998797714,1.0
288,I walk and moves,I walk without moving,1,6338.80203424876,0.0
289,Mammals include alligators,A giraffe is a mammal,0,155.68568963135797,0.0
290,Mathematicians can solve math problems.,Mathematicians can play football very well,1,406.03590561639146,1.0
291,She can make the rainfall.,She can hear the rainfall.,0,313.3408466383241,0.0
292,Observatories are located at the top of the mountain,Observatories are located at the bottom of the ocean.,1,46.36414362958351,0.0
293,She put a stove on the plate.,She put a soup on the plate.,0,148.65432296533677,0.0
294,smoking is injurious to health,smoking will cherish your health,1,1173.5410218599518,1.0
295,If I want ride a motorcycle I needn't wear the helmet.,If I want ride a motorcycle I must wear the helmet.,0,141.88056591588236,1.0
296,The human is the fastest mammal on the planet,The cheetah is the fastest mammal on the planet,0,57.87697103773724,0.0
297,The robot felt sad,The monkey felt sad,0,60485.76379706315,1.0
298,Babies are affected heavily by their environments.,Babies are unaware of their surroundings and reap no harm from the negativity around them.,1,80.14459611858935,0.0
299,The mother carried her 3-day old newborn baby to the car.,The 3-day old newborn baby walked to the car.,1,181.39516285627792,1.0
300,a war is fought for solution,There is peace during war,1,772.0518154722221,0.0
301,Ice is a highly concentrated form of nutrition.,Nuts are a highly concentrated form of nutrition.,0,94.63707427726159,1.0
302,the smartphone is a device used for communication,the smartphone is a device used for transportation,1,185.57484728974342,1.0
303,a watermelon contains more water than a banana,a banana contains more water than a watermelon,1,241.2029314700433,1.0
304,She fell down the stairs and broke her knee,She fell up the stairs and broke her knee,1,145.33523026777854,1.0
305,I got ready for bed so I drank a cup of coffee,I got ready for bed so I washed my face,0,114.57203879553984,1.0
306,the man fed the snake a mouse,the man fed the mouse a snake,1,1135.9140843656382,0.0
307,A neighbor is a person who lives far from you,A neighbor is a person who lives next to you,0,174.5179076492228,0.0
308,the pharmacy sell medications,the pharmacy sell pets,1,166012.17343914107,1.0
309,The sky is blue,The sky is orange,1,3754.8924943066936,1.0
310,my brother waters his phone every morning,my brother waters his flowers every morning,0,4250.057072852913,1.0
311,she rides the public bus to school,she drives the public bus to school,1,454.45077568286763,1.0
312,the driver brakes when seeing the red signal,the driver accelerates when seeing the red signal,1,449.044906896979,0.0
313,the snake runs on his feet,the snake crawls on his body,0,320.3406180172721,0.0
314,the moon is falling from the sky,A moon didn't fall from the sky,0,135.22905226058296,1.0
315,"if you don't brush your teeth, you get dark","if you don't brush your teeth, you will get Oral Diseases",0,121.10154746255934,1.0
316,my sister walks to work today,my sister flies to work today,1,2005.641491524803,1.0
317,Eating pizza requires a pizza,Eating pizza requires a masters degree,1,1184.6083717677288,0.0
318,He put a gorilla into a box,He put old clothes into a box,0,350.7803874260493,1.0
319,My professor had us write an essay on The National Monument.,My son had us write an essay on The National Monument.,1,274.2992504992565,1.0
320,Artificial flowers in my flower vase wilts soon,Fresh flowers in my flower vase wilts soon,0,456.8742756630119,0.0
321,I play games on my shoes,I play games on my phone,0,209.67518538316506,0.0
322,He walked a dog on a leash in the park,He walked a rock in the park,1,282.60566201631724,1.0
323,A cat eats a building,A cat eats a fish,0,1129.7760043663693,0.0
324,grass grows in the water,grass grows on the ground,0,222.35483543062372,0.0
325,The school is for learning,the store is for learning,1,2005.2972298937518,1.0
326,she cooked mosquitos and ants for dinner,she cooked pasta and sushi for dinner,0,495.5512769026392,0.0
327,"At the restaurant, police came for taking orders","At the restaurant, a waiter came for taking orders",0,212.57277513113635,0.0
328,dogs are social animals who prefer a solitary existence to live in a pack,dogs are social animals who prefer life in a pack to a solitary existence,0,167.68472363835517,1.0
329,baby like milk,milk like a baby,1,531.0767956092875,0.0
330,you are able to use a piece of paper as a bookmark,you are able to use a brick as a bookmark,1,95.57805076209266,1.0
331,The man is resilient,The man is a rubber,1,1093.0153352441844,0.0
